"","...1","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Elevation_sc","Time_sc","Time"
"1869",1869,"CEANVEL","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1870",1870,"CHAMANG","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1871",1871,"CHAMLAT","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1872",1872,"CHIMMEN","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1873",1873,"CHIMUMB","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1874",1874,"CIRSEDU","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1875",1875,"CLAYLAN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1876",1876,"CLAYPER","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1877",1877,"CLINUNI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1878",1878,"CORATRI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1879",1879,"CORNCAN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1880",1880,"CORNSER","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1881",1881,"CORYCOR","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1882",1882,"CYSTFRA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1883",1883,"DACTVIR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1884",1884,"DELPMEN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1885",1885,"DIPHCOM","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1886",1886,"DRABAUR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1887",1887,"DRYAHOO","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1888",1888,"DRYAOCT","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1889",1889,"DRYMGLA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1890",1890,"DRYMPSE","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1891",1891,"EMPENIG","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1892",1892,"EPILANA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1893",1893,"EPILCIL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1894",1894,"EPILGLA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1895",1895,"EPILLEP","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1896",1896,"EQUIARV","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1897",1897,"EQUIBRA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1898",1898,"EQUIHYE","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1899",1899,"EQUIPRA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1900",1900,"EREMCAP","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1901",1901,"ERIGAUR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1902",1902,"ERIGCOM","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1903",1903,"ERIGGLA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1904",1904,"ERIGPER","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1905",1905,"ERIOHER","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1906",1906,"ERIOOVA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1907",1907,"ERIOUMB","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1908",1908,"ERYTGRA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1909",1909,"EUCEENG","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1910",1910,"EURYCON","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1911",1911,"FRAGVES","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1912",1912,"FRAGVIR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1913",1913,"GALIAPA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1914",1914,"GALITRF","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1915",1915,"GAULOVA","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1916",1916,"GENTAMA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1917",1917,"GOODOBL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1918",1918,"GYMNDRY","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1919",1919,"HERAMAX","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,1,8,0.605005749133084,-0.795481960969324,"historical"
"1920",1920,"HETEVIL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1921",1921,"HEUCCYL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1922",1922,"HIERALB","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1923",1923,"HIERALI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1924",1924,"HIERGRA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1925",1925,"HIERSCO","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1926",1926,"HIERTRI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1927",1927,"HIERUMB","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1928",1928,"HOLODIS","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1929",1929,"HYDRFEN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1930",1930,"HYPOMON","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1931",1931,"JUNICOM","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1932",1932,"LEPTPYR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1933",1933,"LEUCVUL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1934",1934,"LILICOL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1935",1935,"LINNBOR","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1936",1936,"LOMADIS","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1937",1937,"LOMAMAC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1938",1938,"LONICIL","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1939",1939,"LONIINV","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1940",1940,"LONIUTA","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1941",1941,"LUETPEC","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1942",1942,"LUPIARC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,1,15,0.605005749133084,-0.795481960969324,"historical"
"1943",1943,"LUPILEP","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1944",1944,"LUPILYA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1945",1945,"LUPINUS","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1946",1946,"LYCOANN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1947",1947,"LYSILAT","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1948",1948,"MAHOAQU","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1949",1949,"MAHONER","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1950",1950,"MAIARAC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1951",1951,"MAIASTE","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1952",1952,"MENZFER","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1953",1953,"MICROCC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1954",1954,"MICRODO","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1955",1955,"MINURUB","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1956",1956,"MOEHMAC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1957",1957,"MONEUNI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1958",1958,"NEOTBAN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1959",1959,"NEOTCOR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1960",1960,"NOTHNEM","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1961",1961,"OPLOHOR","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1962",1962,"ORTHSEC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1963",1963,"OSMOBER","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1964",1964,"OSMOCHI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1965",1965,"OSMOPUR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1966",1966,"OZOMTRI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1967",1967,"PACKCAN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1968",1968,"PARNFIM","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1969",1969,"PAXIMYR","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1970",1970,"PECTBRE","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1971",1971,"PECTPEN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1972",1972,"PECTPET","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1973",1973,"PEDIBRA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1974",1974,"PEDILAB","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1975",1975,"PEDIRAC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1976",1976,"PENSDAV","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1977",1977,"PENSFRU","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1978",1978,"PENSPRO","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1979",1979,"PENSSER","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1980",1980,"PETAFRI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1981",1981,"PHLODIF","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1982",1982,"PHYLEMP","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1983",1983,"PHYLGLA","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1984",1984,"PICEENG","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1985",1985,"PINUALB","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1986",1986,"PINUCON","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1987",1987,"PINUMON","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1988",1988,"PINURAD","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1989",1989,"PLATDIL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1990",1990,"PLATSTR","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1991",1991,"POLEPUL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1992",1992,"POLYLOC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1993",1993,"POLYLON","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1994",1994,"POLYMIN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1995",1995,"POPUBAL","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1996",1996,"POPUTRE","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1997",1997,"POPUTRI","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1998",1998,"POTEFLA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"1999",1999,"POTEGLU","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2000",2000,"POTEUNI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2001",2001,"POTEUNIF",NA,"NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2002",2002,"PROSHOO","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2003",2003,"PROSTRA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2004",2004,"PSEUMEN","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2005",2005,"PULSOCC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2006",2006,"PYROASA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2007",2007,"PYROCHL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2008",2008,"PYRODEN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2009",2009,"PYROELL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
"2010",2010,"PYROMIN","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,0.605005749133084,-0.795481960969324,"historical"
