"","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Elevation_sc","Time_sc"
"511","THALOCC","herb","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,0,0,-0.164058149660214,-0.795393299064723
"512","THUJPLI","tree","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,1,2,-0.164058149660214,-0.795393299064723
"513","TIARTRI","herb","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,0,0,-0.164058149660214,-0.795393299064723
"514","TSUGHET","tree","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,1,4,-0.164058149660214,-0.795393299064723
"515","VACCMEM","shrub","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,1,15,-0.164058149660214,-0.795393299064723
"516","VACCSCO","shrub","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,1,15,-0.164058149660214,-0.795393299064723
"517","VALESIT","herb","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,0,0,-0.164058149660214,-0.795393299064723
"518","VERAVIR","herb","NCBG_ESSFplots","00NCe91","jpstamp",2000,24,"Med-High",49.11667802,-120.8651929,1450,0,0,-0.164058149660214,-0.795393299064723
"519","ABIEAMA","tree","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,7,0.308325394209784,-0.795393299064723
"520","ABIELAS","tree","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,5,0.308325394209784,-0.795393299064723
"521","AMELALN","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,3,0.308325394209784,-0.795393299064723
"522","ARNILAT","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"523","CHAMANG","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"524","CHIMUMB","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"525","CLINUNI","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"526","CORNCAN","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"527","FRAGVIR","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"528","GOODOBL","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"529","HERAMAX","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"530","LINNBOR","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"531","LONIUTA","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,4,0.308325394209784,-0.795393299064723
"532","LUPIARC","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"533","ORTHSEC","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"534","PAXIMYR","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,25,0.308325394209784,-0.795393299064723
"535","PHLODIF","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"536","PICEENG","tree","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,5,0.308325394209784,-0.795393299064723
"537","PINUCON","tree","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,28.100000024,0.308325394209784,-0.795393299064723
"538","PSEUMEN","tree","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"539","PYROASA","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"540","RHODALB","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"541","RIBEACE","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,0.100000001,0.308325394209784,-0.795393299064723
"542","RIBELAC","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"543","RUBUPAR","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"544","RUBUPED","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"545","SORBSCO","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"546","SORBSIT","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,1,0.308325394209784,-0.795393299064723
"547","SPIRLUC","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,8,0.308325394209784,-0.795393299064723
"548","THALOCC","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"549","THUJPLI","tree","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"550","TIARTRI","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"551","TSUGHET","tree","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"552","VACCMEM","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,1,10,0.308325394209784,-0.795393299064723
"553","VACCSCO","shrub","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"554","VALESIT","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"555","VERAVIR","herb","NCBG_ESSFplots","00NCe92","jpstamp",2000,24,"Med",49.12229155,-120.8690776,1665,0,0,0.308325394209784,-0.795393299064723
"556","ABIEAMA","tree","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"557","ABIELAS","tree","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,4,0.198468756100482,-0.795393299064723
"558","AMELALN","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"559","ARNILAT","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"560","CHAMANG","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,8,0.198468756100482,-0.795393299064723
"561","CHIMUMB","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"562","CLINUNI","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"563","CORNCAN","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"564","FRAGVIR","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"565","GOODOBL","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"566","HERAMAX","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,1,0.198468756100482,-0.795393299064723
"567","LINNBOR","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"568","LONIUTA","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"569","LUPIARC","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,0.100000001,0.198468756100482,-0.795393299064723
"570","ORTHSEC","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"571","PAXIMYR","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"572","PHLODIF","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"573","PICEENG","tree","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,11,0.198468756100482,-0.795393299064723
"574","PINUCON","tree","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"575","PSEUMEN","tree","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"576","PYROASA","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"577","RHODALB","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"578","RIBEACE","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,60,0.198468756100482,-0.795393299064723
"579","RIBELAC","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,20,0.198468756100482,-0.795393299064723
"580","RUBUPAR","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"581","RUBUPED","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,2,0.198468756100482,-0.795393299064723
"582","SORBSCO","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"583","SORBSIT","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,5,0.198468756100482,-0.795393299064723
"584","SPIRLUC","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"585","THALOCC","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"586","THUJPLI","tree","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"587","TIARTRI","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"588","TSUGHET","tree","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"589","VACCMEM","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,10,0.198468756100482,-0.795393299064723
"590","VACCSCO","shrub","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,0,0,0.198468756100482,-0.795393299064723
"591","VALESIT","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,1,0.198468756100482,-0.795393299064723
"592","VERAVIR","herb","NCBG_ESSFplots","00NCe93","jpstamp",2000,24,"High",49.13832844,-120.8485222,1615,1,2,0.198468756100482,-0.795393299064723
"593","ABIEAMA","tree","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,18,0.0886121179911804,-0.795393299064723
"594","ABIELAS","tree","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,31,0.0886121179911804,-0.795393299064723
"595","AMELALN","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"596","ARNILAT","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"597","CHAMANG","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"598","CHIMUMB","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"599","CLINUNI","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"600","CORNCAN","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"601","FRAGVIR","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"602","GOODOBL","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,0.100000001,0.0886121179911804,-0.795393299064723
"603","HERAMAX","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"604","LINNBOR","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"605","LONIUTA","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,3,0.0886121179911804,-0.795393299064723
"606","LUPIARC","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,2,0.0886121179911804,-0.795393299064723
"607","ORTHSEC","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,1,0.0886121179911804,-0.795393299064723
"608","PAXIMYR","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,3,0.0886121179911804,-0.795393299064723
"609","PHLODIF","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"610","PICEENG","tree","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,21,0.0886121179911804,-0.795393299064723
"611","PINUCON","tree","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,21,0.0886121179911804,-0.795393299064723
"612","PSEUMEN","tree","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"613","PYROASA","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"614","RHODALB","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,3,0.0886121179911804,-0.795393299064723
"615","RIBEACE","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,0.100000001,0.0886121179911804,-0.795393299064723
"616","RIBELAC","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"617","RUBUPAR","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"618","RUBUPED","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,10,0.0886121179911804,-0.795393299064723
"619","SORBSCO","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"620","SORBSIT","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"621","SPIRLUC","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"622","THALOCC","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"623","THUJPLI","tree","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"624","TIARTRI","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"625","TSUGHET","tree","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"626","VACCMEM","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,5,0.0886121179911804,-0.795393299064723
"627","VACCSCO","shrub","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,15,0.0886121179911804,-0.795393299064723
"628","VALESIT","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,1,0.100000001,0.0886121179911804,-0.795393299064723
"629","VERAVIR","herb","NCBG_ESSFplots","00NCe94","jpstamp",2000,24,"Med",49.1422333,-120.8451718,1565,0,0,0.0886121179911804,-0.795393299064723
"630","ABIEAMA","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,8,0.0336837989365294,-0.795393299064723
"631","ABIELAS","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,22,0.0336837989365294,-0.795393299064723
"632","AMELALN","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"633","ARNILAT","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"634","CHAMANG","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"635","CHIMUMB","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,2,0.0336837989365294,-0.795393299064723
"636","CLINUNI","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"637","CORNCAN","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,10,0.0336837989365294,-0.795393299064723
"638","FRAGVIR","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"639","GOODOBL","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,2,0.0336837989365294,-0.795393299064723
"640","HERAMAX","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"641","LINNBOR","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"642","LONIUTA","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,4,0.0336837989365294,-0.795393299064723
"643","LUPIARC","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"644","ORTHSEC","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,3,0.0336837989365294,-0.795393299064723
"645","PAXIMYR","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,20,0.0336837989365294,-0.795393299064723
"646","PHLODIF","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"647","PICEENG","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,24,0.0336837989365294,-0.795393299064723
"648","PINUCON","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"649","PSEUMEN","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"650","PYROASA","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,2,0.0336837989365294,-0.795393299064723
"651","RHODALB","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"652","RIBEACE","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"653","RIBELAC","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"654","RUBUPAR","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"655","RUBUPED","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,25,0.0336837989365294,-0.795393299064723
"656","SORBSCO","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"657","SORBSIT","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"658","SPIRLUC","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,0.100000001,0.0336837989365294,-0.795393299064723
"659","THALOCC","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"660","THUJPLI","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"661","TIARTRI","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,2,0.0336837989365294,-0.795393299064723
"662","TSUGHET","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"663","VACCMEM","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,1,0.0336837989365294,-0.795393299064723
"664","VACCSCO","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"665","VALESIT","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,1,0.0336837989365294,-0.795393299064723
"666","VERAVIR","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,0.0336837989365294,-0.795393299064723
"667","ABIEAMA","tree","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,0,0,1.14103871107829,0.4154673780939
"668","ABIELAS","tree","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,1,31,1.14103871107829,0.4154673780939
"669","AMELALN","shrub","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,0,0,1.14103871107829,0.4154673780939
"670","ARNILAT","herb","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,1,2,1.14103871107829,0.4154673780939
"671","CHAMANG","herb","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,0,0,1.14103871107829,0.4154673780939
"672","CHIMUMB","shrub","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,0,0,1.14103871107829,0.4154673780939
"673","CLINUNI","herb","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,0,0,1.14103871107829,0.4154673780939
"674","CORNCAN","herb","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,0,0,1.14103871107829,0.4154673780939
"675","FRAGVIR","herb","BC Parks Manning TEM","02-3085","HAK EAC",2019,43,"High",49.14056015,-120.7638931,2044,0,0,1.14103871107829,0.4154673780939
