"","...1","PlotNumber","ProjectID","Date","SiteSurveyor","PlotRepresenting","Location","Ecosection","Longitude","Latitude","LocationAccuracy","Elevation","SlopeGradient","Aspect","MesoSlopePosition","SurfaceShape","SiteNotes","SoilNotes","VegSurveyor","StrataCoverTree","StrataCoverShrub","StrataCoverHerb","StrataCoverMoss","VegNotes","SpeciesListComplete","Species","Latin_name","Functional_group","Cover A1","Cover A2","Cover A3","TotalA","Cover B1","Cover B2","TotalB","Cover C","Cover D","Cover E","Cover F"
"262",306,"00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw non-forested avalanche tracks seral coniferous forest","Manning Park, in the upper Similkameen River upstream of Fat Dog Cr.","HOR",-120.8485222,49.13832844,100,1615,38,78,"LW","CC","--EcoPoly: 11756
--FC: no typing available
--%canclosure= 0
--multiple smal micro AvTrs throughout the NE aspect of these ridgelines, quite steep in places with abundant gullies; likely fairly frequent slides which maintain this type of vegetation structure; plot is located in the run-out zone at the base of the path
--lots of blown/knocked down stems from past events
",NA,"jpstamp",0,95,25,50,"--mosses present in specific micro-sites, not continous cover; no spp specific id's",FALSE,"RIBEACE","Ribes acerifolium","shrub",NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA
"263",307,"00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw non-forested avalanche tracks seral coniferous forest","Manning Park, in the upper Similkameen River upstream of Fat Dog Cr.","HOR",-120.8485222,49.13832844,100,1615,38,78,"LW","CC","--EcoPoly: 11756
--FC: no typing available
--%canclosure= 0
--multiple smal micro AvTrs throughout the NE aspect of these ridgelines, quite steep in places with abundant gullies; likely fairly frequent slides which maintain this type of vegetation structure; plot is located in the run-out zone at the base of the path
--lots of blown/knocked down stems from past events
",NA,"jpstamp",0,95,25,50,"--mosses present in specific micro-sites, not continous cover; no spp specific id's",FALSE,"SORBSIT","Sorbus sitchensis","shrub",NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA
"264",308,"00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw non-forested avalanche tracks seral coniferous forest","Manning Park, in the upper Similkameen River upstream of Fat Dog Cr.","HOR",-120.8485222,49.13832844,100,1615,38,78,"LW","CC","--EcoPoly: 11756
--FC: no typing available
--%canclosure= 0
--multiple smal micro AvTrs throughout the NE aspect of these ridgelines, quite steep in places with abundant gullies; likely fairly frequent slides which maintain this type of vegetation structure; plot is located in the run-out zone at the base of the path
--lots of blown/knocked down stems from past events
",NA,"jpstamp",0,95,25,50,"--mosses present in specific micro-sites, not continous cover; no spp specific id's",FALSE,"ANAPMAR","Anaphalis margaritacea","herb",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"265",309,"00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw non-forested avalanche tracks seral coniferous forest","Manning Park, in the upper Similkameen River upstream of Fat Dog Cr.","HOR",-120.8485222,49.13832844,100,1615,38,78,"LW","CC","--EcoPoly: 11756
--FC: no typing available
--%canclosure= 0
--multiple smal micro AvTrs throughout the NE aspect of these ridgelines, quite steep in places with abundant gullies; likely fairly frequent slides which maintain this type of vegetation structure; plot is located in the run-out zone at the base of the path
--lots of blown/knocked down stems from past events
",NA,"jpstamp",0,95,25,50,"--mosses present in specific micro-sites, not continous cover; no spp specific id's",FALSE,"GALIAPA","Galium aparine","herb",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"266",310,"00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw non-forested avalanche tracks seral coniferous forest","Manning Park, in the upper Similkameen River upstream of Fat Dog Cr.","HOR",-120.8485222,49.13832844,100,1615,38,78,"LW","CC","--EcoPoly: 11756
--FC: no typing available
--%canclosure= 0
--multiple smal micro AvTrs throughout the NE aspect of these ridgelines, quite steep in places with abundant gullies; likely fairly frequent slides which maintain this type of vegetation structure; plot is located in the run-out zone at the base of the path
--lots of blown/knocked down stems from past events
",NA,"jpstamp",0,95,25,50,"--mosses present in specific micro-sites, not continous cover; no spp specific id's",FALSE,"ABIELAS","Abies lasiocarpa","tree",NA,NA,NA,NA,2,2,4,NA,NA,NA,NA
"267",311,"00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw non-forested avalanche tracks seral coniferous forest","Manning Park, in the upper Similkameen River upstream of Fat Dog Cr.","HOR",-120.8485222,49.13832844,100,1615,38,78,"LW","CC","--EcoPoly: 11756
--FC: no typing available
--%canclosure= 0
--multiple smal micro AvTrs throughout the NE aspect of these ridgelines, quite steep in places with abundant gullies; likely fairly frequent slides which maintain this type of vegetation structure; plot is located in the run-out zone at the base of the path
--lots of blown/knocked down stems from past events
",NA,"jpstamp",0,95,25,50,"--mosses present in specific micro-sites, not continous cover; no spp specific id's",FALSE,"HIERACIUM SP.","Hieracium spp.","herb",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"268",312,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"VACCSCO","Vaccinium scoparium","shrub",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"269",313,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"LONIUTA","Lonicera utahensis","shrub",NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"270",314,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"LUPIARC","Lupinus arcticus","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"271",315,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"GOODOBL","Goodyera oblongifolia","herb",NA,NA,NA,NA,NA,NA,NA,0.100000001,NA,NA,NA
"272",316,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"PICEENG","Picea engelmannii","tree",NA,5,4,9,10,2,12,NA,NA,NA,NA
"273",317,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"ABIELAS","Abies lasiocarpa","tree",NA,8,5,13,10,8,18,NA,NA,NA,NA
"274",318,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"VACCMEM","Vaccinium membranaceum","shrub",NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA
"275",319,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"ORTHSEC","Orthilia secunda","herb",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"276",320,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"PAXIMYR","Paxistima myrsinites","shrub",NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"277",321,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"LONIINV","Lonicera involucrata","shrub",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"278",322,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"SYMPFOL","Symphyotrichum foliaceum","herb",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"279",323,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"SALIX SP.","Salix spp.","shrub",NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"280",324,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"VALESIT","Valeriana sitchensis","herb",NA,NA,NA,NA,NA,NA,NA,0.100000001,NA,NA,NA
"281",325,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"ABIEAMA","Abies amabilis","tree",NA,NA,NA,NA,10,8,18,NA,NA,NA,NA
"282",326,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"RUBUPED","Rubus pedatus","herb",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"283",327,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"PINUCON","Pinus contorta","tree",15,6,NA,21,NA,NA,NA,NA,NA,NA,NA
"284",328,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"RIBEACE","Ribes acerifolium","shrub",NA,NA,NA,NA,NA,0.100000001,0.100000001,NA,NA,NA,NA
"285",329,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"RHODALB","Rhododendron albiflorum","shrub",NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"286",330,"00NCe94","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral post-fire","Manning Park, upper Similkameen River upstream of Fat Dog Cr in old burn","HOR",-120.8451718,49.1422333,100,1565,30,97,"TO","CV","--EcoPoly: 11620
--FC: no typing available
--%canclosure: 20, 25, 20, 45= 28
--the site is definately post-disturbance but not quite as mid-seral as I had hoped; structurally, it's quite MF feeling and not that closed canopy; canopy height is just a lot lower than at maturity
--fire hardened CWD slowly decomposinng throughout the habitat type-~10% cover overall","#NAME?","jpstamp",30,40,30,90,"--obviously, other moss species present; continuous cover throughout habitat type",FALSE,"RHYTROB","Rhytidiopsis robusta","moss",NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
"287",331,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"TIARTRI","Tiarella trifoliata","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"288",332,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"ABIELAS","Abies lasiocarpa","tree",5,15,2,22,NA,NA,NA,NA,NA,NA,NA
"289",333,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"ORTHSEC","Orthilia secunda","herb",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"290",334,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"ABIEAMA","Abies amabilis","tree",5,3,NA,8,NA,NA,NA,NA,NA,NA,NA
"291",335,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"SPIRLUC","Spiraea lucida","shrub",NA,NA,NA,NA,NA,0.100000001,0.100000001,NA,NA,NA,NA
"292",336,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"RHYTROB","Rhytidiopsis robusta","moss",NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA
"293",337,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"CORNCAN","Cornus canadensis","herb",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"294",338,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"GOODOBL","Goodyera oblongifolia","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"295",339,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"VALESIT","Valeriana sitchensis","herb",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"296",340,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"LONIUTA","Lonicera utahensis","shrub",NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
"297",341,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"PYROASA","Pyrola asarifolia","herb",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"298",342,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"RUBUPED","Rubus pedatus","herb",NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
"299",343,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"CHIMUMB","Chimaphila umbellata","shrub",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"300",344,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"VACCMEM","Vaccinium membranaceum","shrub",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"301",345,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"PICEENG","Picea engelmannii","tree",12,10,2,24,NA,NA,NA,NA,NA,NA,NA
"302",346,"00NCe95","NCBG_ESSFplots",2000-10-06,"jpstamp","ESSFmw forested mesic mid-seral","Manning Park, upper Similkameen River, close to Fat Dog confluence","HOR",-120.8366702,49.12585389,100,1540,45,74,"MD","ST","--EcoPoly: 11755
--FC: no typing available
--%canclosure: 55,50,60,45= 53
--lots of small piece size CWD-self thinning in action-~15% cover in total
","--thin mor humus form","jpstamp",55,25,40,95,"#NAME?",FALSE,"PAXIMYR","Paxistima myrsinites","shrub",NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA
