"","PlotNumber","Date2025","ProjectID","DateOriginal","SiteSurveyor","Latitude","Longitude","Elevation","RelocationConfidence","Species","Functional_group","Cover"
"364","00NCe75",2025-08-02,"NCBG_ESSFplots",2000-10-01,"jpstamp",49.13137302,-120.821337,1786.920776,"Med-High","HIERALB","herb",0.3
"365","00NCe75",2025-08-02,"NCBG_ESSFplots",2000-10-01,"jpstamp",49.13137302,-120.821337,1786.920776,"Med-High","ARNILAT","herb",2.5
"366","00NCe75",2025-08-02,"NCBG_ESSFplots",2000-10-01,"jpstamp",49.13137302,-120.821337,1786.920776,"Med-High","RUBUPED","herb",0.375
"367","00NCe75",2025-08-02,"NCBG_ESSFplots",2000-10-01,"jpstamp",49.13137302,-120.821337,1786.920776,"Med-High","PEDIRAC","herb",0.125
"368","00NCe75",2025-08-02,"NCBG_ESSFplots",2000-10-01,"jpstamp",49.13137302,-120.821337,1786.920776,"Med-High","GOODOBL","herb",0.075
"369","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","PICEENG","tree",26.25
"370","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","ABIELAS","tree",32.75
"371","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","ABIEAMA","tree",0.125
"372","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","PSEUMEN","tree",5.5
"373","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","THUJPLI","tree",1.25
"374","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","VACCMEM","shrub",8
"375","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","PAXIMYR","shrub",11
"376","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","RUBUPAR","shrub",1.275
"377","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","RIBEVIS","shrub",0.125
"378","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","LONIUTA","shrub",0.775
"379","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","AMELALN","shrub",1.775
"380","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","RIBELAC","shrub",1.75
"381","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","SORBSCO","shrub",0.025
"382","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","TIARTRI","herb",0.225
"383","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","MAIARAC","herb",0.4
"384","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","MAIASTE","herb",0.575
"385","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","THALOCC","herb",0.175
"386","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","OZOMTRI","herb",0.075
"387","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","MOEHMAC","herb",2.4
"388","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","FRAGVIR","herb",0.225
"389","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","GOODOBL","herb",0.525
"390","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","ORTHSEC","herb",1.075
"391","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","VIOLGLA","herb",0.1
"392","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","SYMPFOL","herb",0.05
"393","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","CLINUNI","herb",4.25
"394","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","OSMOCHI","herb",0.325
"395","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","CHIMUMB","shrub",0.175
"396","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","LUPIARC","herb",0.05
"397","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","ARNICOR","herb",0.575
"398","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","PYROPIC","herb",0.025
"399","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","PEDIRAC","herb",0.075
"400","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","LILICOL","herb",0.075
"401","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","VALESIT","herb",0.475
"402","00NCe77",2025-06-13,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.06958498,-120.90581,1494.552856,"High","ARNILAT","herb",1
"403","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","ABIELAS","tree",54.5
"404","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","PICEENG","tree",1.75
"405","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","PAXIMYR","shrub",5.5
"406","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","VACCSCO","shrub",2.525
"407","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","VACCMEM","shrub",0.6
"408","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","RIBELAC","shrub",0.75
"409","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","RIBEACE","shrub",2.2
"410","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","LONIUTA","shrub",0.25
"411","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","VALESIT","herb",18.25
"412","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","ARNILAT","herb",2.6
"413","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","SYMPFOL","herb",4.25
"414","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","HERAMAX","herb",2.075
"415","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","THALOCC","herb",4.25
"416","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","CHAMANG","herb",0.5
"417","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","OSMOCHI","herb",0.3
"418","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","LUPIARC","herb",0.875
"419","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","PEDIRAC","herb",0.3
"420","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","PEDIBRA","herb",0.2
"421","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","ARNICOR","herb",0.55
"422","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","VERAVIR","herb",0.125
"423","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","MOEHMAC","herb",1.05
"424","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","HIERALB","herb",0.45
"425","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","ORTHSEC","herb",0.75
"426","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","GOODOBL","herb",0.175
"427","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","FRAGVIR","herb",0.1
"428","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","HYDRFEN","herb",0.025
"429","00NCe78",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08568502,-120.926467,1845.629517,"Med-High","ANGEARG","herb",0.05
"430","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","ABIELAS","tree",28.5
"431","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","PICEENG","tree",1.15
"432","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","VACCMEM","shrub",19
"433","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","VACCSCO","shrub",1.5
"434","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","RIBEACE","shrub",12.25
"435","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","RIBELAC","shrub",1.125
"436","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","PAXIMYR","shrub",0.275
"437","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","SORBSIT","shrub",0.425
"438","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","LONIUTA","shrub",0.5
"439","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","VALESIT","herb",11.5
"440","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","ARNILAT","herb",6.5
"441","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","TIARTRI","herb",6.25
"442","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","CHAMANG","herb",1.225
"443","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","THALOCC","herb",3.5
"444","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","OSMOCHI","herb",0.15
"445","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","ORTHSEC","herb",6.5
"446","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","VERAVIR","herb",0.175
"447","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","HERAMAX","herb",0.075
"448","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","PEDIRAC","herb",0.65
"449","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","LUPIARC","herb",0.875
"450","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","SYMPFOL","herb",0.8
"451","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","EPILCIL","herb",0.25
"452","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","GOODOBL","herb",0.175
"453","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","MOEHMAC","herb",0.5
"454","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","FRAGVIR","herb",0.05
"455","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","PEDIBRA","herb",0.1
"456","00NCe79",2025-08-28,"NCBG_ESSFplots",2000-10-02,"jpstamp",49.08802198,-120.94466,1778.579102,"High","RUBUPED","herb",0.75
"457","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","ABIELAS","tree",18.25
"458","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","PICEENG","tree",0.125
"459","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","VACCMEM","shrub",20.75
"460","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","VACCDEL","shrub",6
"461","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","RHODALB","shrub",3.875
"462","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","VACCSCO","shrub",5.25
"463","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","RIBEACE","shrub",1.95
"464","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","SORBSIT","shrub",1.4
"465","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","PAXIMYR","shrub",0.1
"466","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","VERAVIR","herb",1.825
"467","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","PENSPRO","herb",0.2
"468","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","THALOCC","herb",3
"469","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","CHAMANG","herb",0.725
"470","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","MOEHMAC","herb",1
"471","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","ARNILAT","herb",0.975
"472","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","SYMPFOL","herb",0.725
"473","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","VALESIT","herb",5.225
"474","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","HYDRFEN","herb",0.45
"475","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","HIERALB","herb",0.075
"476","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","ERYTGRA","herb",0.15
"477","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","HERAMAX","herb",0.8
"478","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","PEDIRAC","herb",1.15
"479","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","ACHIMIL","herb",0.575
"480","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","ERIGGLA","herb",1.675
"481","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","POTEFLA","herb",0.8
"482","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","ANTIOCC","herb",0.075
"483","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","TROLALB","herb",0.5
"484","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","ANGEARG","herb",0.075
"485","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","PHLODIF","herb",0.625
"486","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","PULSOCC","herb",0.1
"487","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","CHAMLAT","herb",0.15
"488","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","VEROWOR","herb",0.1
"489","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","GENTAMA","herb",0.225
"490","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","VEROCUS","herb",0.025
"491","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","PLATSTR","herb",0.025
"492","00NCe82",2025-07-26,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04471797,-120.964682,1818.514526,"High/ Med-High","LUPIARC","herb",0.15
"493","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","VALESIT","herb",30
"494","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","VERAVIR","herb",25
"495","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","SYMPFOL","herb",11
"496","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","ARNILAT","herb",6
"497","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","CHAMANG","herb",0.2
"498","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","THALOCC","herb",5
"499","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","PULSOCC","herb",0.4
"500","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","ERYTGRA","herb",1
"501","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","ERIGGLA","herb",0.5
"502","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","PEDIBRA","herb",0.5
"503","00NCe83",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04044596,-120.972532,1835.589844,"High/ Med-High","POTEFLA","herb",0.7
"504","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","ABIELAS","tree",10
"505","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","PICEENG","tree",3.5
"506","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","VACCDEL","shrub",4.5
"507","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","VACCMEM","shrub",0.5
"508","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","VALESIT","herb",12.5
"509","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","LUPIARC","herb",1
"510","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","ARNIMOL","herb",1.9
"511","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","POTEFLA","herb",1.5
"512","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","VEROWOR","herb",0.05
"513","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","PLATDIL","herb",0.3
"514","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","VERAVIR","herb",1.65
"515","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","ANTIOCC","herb",0.25
"516","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","SENETRI","herb",0.3
"517","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","ARNILAT","herb",0.4
"518","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","PECTPEN","herb",0.3
"519","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","MICRODO","herb",2.25
"520","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","LEPTPYR","herb",2.5
"521","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","TROLALB","herb",6
"522","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","PEDIBRA","herb",0.3
"523","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","CHAMANG","herb",0.25
"524","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","ERIGGLA","herb",2
"525","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","HERAMAX","herb",0.25
"526","00NCe84",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.04048997,-120.968656,1693.679199,"Med","THALOCC","herb",0.75
"527","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","SYMPFOL","herb",13.25
"528","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","CHAMANG","herb",7.5
"529","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","VALESIT","herb",15.5
"530","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","VERAVIR","herb",10
"531","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","POLYLON","herb",5.75
"532","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","CIRSEDU","herb",0.475
"533","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","PEDIBRA","herb",0.55
"534","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","THALOCC","herb",7.5
"535","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","HYDRFEN","herb",2.5
"536","00NCe85",2025-07-27,"NCBG_ESSFplots",2000-10-04,"jpstamp",49.03683596,-120.964598,1738.177246,"High","ARNILAT","herb",4.25
