"","PlotNumber","Date2025","ProjectID","DateOriginal","SiteSurveyor","2019Plot","ErrorPlot","WaypointNumber","Latitude","Longitude","Elevation","SlopeGradient","Aspect","MesoSlopePosition","SurfaceShape","Photo","RelocationConfidence","SiteNotes","CanopyCoverQ1","CanopyCoverQ2","CanopyCoverQ3","CanopyCoverQ4","AverageCanopyCover","Species","Latin_name","Functional_group","CoverAQ1","CoverAQ2","CoverAQ3","CoverAQ4","AverageCoverA","CoverB1Q1","CoverB1Q2","CoverB1Q3","CoverB1Q4","AverageCoverB1","CoverB2Q1","CoverB2Q2","CoverB2Q3","CoverB2Q4","AverageCoverB2","TotalBQ1","TotalBQ2","TotalBQ3","TotalBQ4","AverageTotalB","CoverCQ1","CoverCQ2","CoverCQ3","CoverCQ4","AverageCoverC","MossCoverQ1","MossCoverQ2","MossCoverQ3","MossCoverQ4","AverageMossCover","GrassCoverQ1","GrassCoverQ2","GrassCoverQ3","GrassCoverQ4","AverageGrassCover","VegNotes"
"121","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"TIARTRI","Tiarella trifoliata","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3,0,0.1,0.2,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"122","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"ATHYFIL","Athyrium filix-femina","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0,0.1,0,0.1,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"123","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"ANEMGRA","Anemonoides grayi","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0.025,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"124","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"LILICOL","Lilium columbianum","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.1,0.4,0.225,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"125","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"ORTHSEC","Orthilia secunda","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.1,0.4,0.2,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"126","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"LINNBOR","Linnaea borealis","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.2,0.3,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"127","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"ASTERACEAE SP.","Asteraceae spp.","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0,0,0,0.075,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"128","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"CHIMUMB","Chimaphila umbellata","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,0,0,0.075,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"129","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"PYROASA","Pyrola asarifolia","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.4,0,0.125,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"130","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"VALESIT","Valeriana sitchensis","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,NA,0,0.033333333,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"131","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"VIOLGLA","Viola glabella","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,0,0.15,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"132","35379",2025-06-12,"BEC-Vancouver",1979-08-14,NA,"N","N",187,49.08029596,-120.81214,1251.628296,0,999,"LV","ST","N","Low","Relocation confidence: Low. Could not locate distinctive pine sp. That original surveyors mentioned. ~900m away from the lat/long provided by the original data. Howevver, we decided plot location based on moisture/soil conditions, climax tree species being similar to the original survey and elevation. Lat/long provided places the plot in a topographic band far above ~1210. Both the plots 35379 and 35179 were ~1210m, assuming elevation in the 70s was draw from a map, they should be within the same topographic band.",75,40,30,30,43.75,"STREAMP","Streptopus amplexifolius","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0,0.1,15,4,6,1,6.5,0.2,1,0.1,0,NA,NA
"133","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"PINUALB","Pinus albicaulis","tree",0,0,0,0,0,2,0,4,6,3,5,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"134","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ABIELAS","Abies lasiocarpa","tree",0,0,0,0,0,0,0,0,0,0,0.5,2,3,0,1.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"135","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"JUNICOM","Juniperus communis","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18,16,11,14.25,NA,NA,NA,NA,NA,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"136","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ARCTUVA","Arctostaphylos uva-ursi","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,27,10,11.5,NA,NA,NA,NA,NA,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"137","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"VACCSCO","Vaccinium scoparium","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,2,2.25,NA,NA,NA,NA,NA,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"138","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ANTEROS","Antennaria rosea","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,1,3.75,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"139","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"DRYAOCT","Dryas octopetala","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,3,3,1.875,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"140","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"POTEGLU","Potentilla glaucophylla","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,2.5,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"141","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"SOLIMUL","Solidago multiradiata","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,6,4,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"142","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ACHIMIL","Achillea millefolium","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1.75,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"143","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"CASTELLIJA SP.","Castellija spp.","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0.7,1,2.425,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"144","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"POLEPUL","Polemonium pulcherrimum","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.1,0.7,0.3,0.375,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"145","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"EREMCAP","Eremogone capillaris","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,4,4.25,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"146","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"AGOSAUR","Agoseris aurantiaca","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0,0,0.1,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"147","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"PENSDAV","Penstemon davidsonii","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.3,0,0.075,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"148","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"SEDULAN","Sedum lanceolatum","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.4,0.2,0.2,0.325,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"149","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"PENSPRO","Penstemon procerus","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3,0,0,0.575,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"150","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ERIOUMB","Eriogonum umbellatum","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.5,0,0,0.625,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"151","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"PHLODIF","Phlox diffusa","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"152","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"SAXIAUS","Saxifraga austromontana","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.8,0.8,0.4,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"153","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ARNIMOL","Arnica mollis","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.5,0.375,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"154","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ERIGAUR","Erigeron aureus","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.4,0.2,0.2,0.375,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"155","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"GENTAMA","Gentianella amarella","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0.05,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"156","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"SILEPAR","Silene parryi","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.4,0,0.3,0.25,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"157","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"LUPILYA","Lupinus lyallii","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.1,0.2,0.225,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"158","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"MINURUB","Minuartia rubella","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,0.3,0,0.15,3,2,2,0.7,1.925,5,18,4,1,NA,NA
"159","114791",2025-08-13,"Alpine2007_BEC",2007-07-15,"whm","N","N",260,49.16384803,-120.772275,2194.082031,46,132,"UP","CV","Y","High","Relocation confidence: High. Slope/ aspect match well. Lat/long/elevation/mesoslope/surfaceshape match perfectly. Site is dry/ shrub dominated, all trees <10m. Site lumpy/rocky in areas, potentially from water run off? Great view of the 1st brother/ Buckhorn moutain!",0,0,0,0,0,"ERIGCOM","Erigeron compositus","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,0.1,0.125,3,2,2,0.7,1.925,5,18,4,1,NA,NA
