"","PlotNumber","ProjectID","Latitude","Longitude","Elevation","Year","SiteSurveyor","Species","Cover","present","Functional_group"
"508","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","SORBSCO",0,0,"shrub"
"509","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","SORBSIT",0,0,"shrub"
"510","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","SPIRLUC",10,1,"shrub"
"511","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","THALOCC",0,0,"herb"
"512","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","THUJPLI",2,1,"tree"
"513","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","TIARTRI",0,0,"herb"
"514","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","TSUGHET",4,1,"tree"
"515","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","VACCMEM",15,1,"shrub"
"516","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","VACCSCO",15,1,"shrub"
"517","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","VALESIT",0,0,"herb"
"518","00NCe91","NCBG_ESSFplots",49.11667802,-120.8651929,1450,2000,"jpstamp","VERAVIR",0,0,"herb"
"519","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","ABIEAMA",7,1,"tree"
"520","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","ABIELAS",5,1,"tree"
"521","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","AMELALN",3,1,"shrub"
"522","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","ARNILAT",0,0,"herb"
"523","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","CHAMANG",0,0,"herb"
"524","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","CHIMUMB",0,0,"shrub"
"525","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","CLINUNI",0,0,"herb"
"526","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","CORNCAN",0,0,"herb"
"527","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","FRAGVIR",0,0,"herb"
"528","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","GOODOBL",0,0,"herb"
"529","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","HERAMAX",0,0,"herb"
"530","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","LINNBOR",0,0,"shrub"
"531","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","LONIUTA",4,1,"shrub"
"532","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","LUPIARC",0,0,"herb"
"533","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","ORTHSEC",0,0,"herb"
"534","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","PAXIMYR",25,1,"shrub"
"535","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","PHLODIF",0,0,"herb"
"536","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","PICEENG",5,1,"tree"
"537","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","PINUCON",28.100000024,1,"tree"
"538","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","PSEUMEN",0,0,"tree"
"539","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","PYROASA",0,0,"herb"
"540","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","RHODALB",0,0,"shrub"
"541","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","RIBEACE",0.100000001,1,"shrub"
"542","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","RIBELAC",0,0,"shrub"
"543","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","RUBUPAR",0,0,"shrub"
"544","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","RUBUPED",0,0,"herb"
"545","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","SORBSCO",0,0,"shrub"
"546","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","SORBSIT",1,1,"shrub"
"547","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","SPIRLUC",8,1,"shrub"
"548","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","THALOCC",0,0,"herb"
"549","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","THUJPLI",0,0,"tree"
"550","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","TIARTRI",0,0,"herb"
"551","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","TSUGHET",0,0,"tree"
"552","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","VACCMEM",10,1,"shrub"
"553","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","VACCSCO",0,0,"shrub"
"554","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","VALESIT",0,0,"herb"
"555","00NCe92","NCBG_ESSFplots",49.12229155,-120.8690776,1665,2000,"jpstamp","VERAVIR",0,0,"herb"
"556","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","ABIEAMA",0,0,"tree"
"557","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","ABIELAS",4,1,"tree"
"558","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","AMELALN",0,0,"shrub"
"559","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","ARNILAT",0,0,"herb"
"560","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","CHAMANG",8,1,"herb"
"561","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","CHIMUMB",0,0,"shrub"
"562","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","CLINUNI",0,0,"herb"
"563","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","CORNCAN",0,0,"herb"
"564","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","FRAGVIR",0,0,"herb"
"565","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","GOODOBL",0,0,"herb"
"566","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","HERAMAX",1,1,"herb"
"567","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","LINNBOR",0,0,"shrub"
"568","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","LONIUTA",0,0,"shrub"
"569","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","LUPIARC",0.100000001,1,"herb"
"570","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","ORTHSEC",0,0,"herb"
"571","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","PAXIMYR",0,0,"shrub"
"572","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","PHLODIF",0,0,"herb"
"573","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","PICEENG",11,1,"tree"
"574","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","PINUCON",0,0,"tree"
"575","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","PSEUMEN",0,0,"tree"
"576","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","PYROASA",0,0,"herb"
"577","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","RHODALB",0,0,"shrub"
"578","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","RIBEACE",60,1,"shrub"
"579","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","RIBELAC",20,1,"shrub"
"580","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","RUBUPAR",0,0,"shrub"
"581","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","RUBUPED",2,1,"herb"
"582","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","SORBSCO",0,0,"shrub"
"583","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","SORBSIT",5,1,"shrub"
"584","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","SPIRLUC",0,0,"shrub"
"585","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","THALOCC",0,0,"herb"
"586","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","THUJPLI",0,0,"tree"
"587","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","TIARTRI",0,0,"herb"
"588","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","TSUGHET",0,0,"tree"
"589","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","VACCMEM",10,1,"shrub"
"590","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","VACCSCO",0,0,"shrub"
"591","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","VALESIT",1,1,"herb"
"592","00NCe93","NCBG_ESSFplots",49.13832844,-120.8485222,1615,2000,"jpstamp","VERAVIR",2,1,"herb"
"593","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","ABIEAMA",18,1,"tree"
"594","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","ABIELAS",31,1,"tree"
"595","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","AMELALN",0,0,"shrub"
"596","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","ARNILAT",0,0,"herb"
"597","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","CHAMANG",0,0,"herb"
"598","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","CHIMUMB",0,0,"shrub"
"599","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","CLINUNI",0,0,"herb"
"600","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","CORNCAN",0,0,"herb"
"601","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","FRAGVIR",0,0,"herb"
"602","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","GOODOBL",0.100000001,1,"herb"
"603","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","HERAMAX",0,0,"herb"
"604","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","LINNBOR",0,0,"shrub"
"605","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","LONIUTA",3,1,"shrub"
"606","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","LUPIARC",2,1,"herb"
"607","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","ORTHSEC",1,1,"herb"
"608","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","PAXIMYR",3,1,"shrub"
"609","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","PHLODIF",0,0,"herb"
"610","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","PICEENG",21,1,"tree"
"611","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","PINUCON",21,1,"tree"
"612","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","PSEUMEN",0,0,"tree"
"613","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","PYROASA",0,0,"herb"
"614","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","RHODALB",3,1,"shrub"
"615","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","RIBEACE",0.100000001,1,"shrub"
"616","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","RIBELAC",0,0,"shrub"
"617","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","RUBUPAR",0,0,"shrub"
"618","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","RUBUPED",10,1,"herb"
"619","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","SORBSCO",0,0,"shrub"
"620","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","SORBSIT",0,0,"shrub"
"621","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","SPIRLUC",0,0,"shrub"
"622","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","THALOCC",0,0,"herb"
"623","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","THUJPLI",0,0,"tree"
"624","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","TIARTRI",0,0,"herb"
"625","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","TSUGHET",0,0,"tree"
"626","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","VACCMEM",5,1,"shrub"
"627","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","VACCSCO",15,1,"shrub"
"628","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","VALESIT",0.100000001,1,"herb"
"629","00NCe94","NCBG_ESSFplots",49.1422333,-120.8451718,1565,2000,"jpstamp","VERAVIR",0,0,"herb"
"630","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","ABIEAMA",8,1,"tree"
"631","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","ABIELAS",22,1,"tree"
"632","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","AMELALN",0,0,"shrub"
"633","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","ARNILAT",0,0,"herb"
"634","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","CHAMANG",0,0,"herb"
"635","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","CHIMUMB",2,1,"shrub"
"636","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","CLINUNI",0,0,"herb"
"637","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","CORNCAN",10,1,"herb"
"638","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","FRAGVIR",0,0,"herb"
"639","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","GOODOBL",2,1,"herb"
"640","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","HERAMAX",0,0,"herb"
"641","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","LINNBOR",0,0,"shrub"
"642","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","LONIUTA",4,1,"shrub"
"643","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","LUPIARC",0,0,"herb"
"644","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","ORTHSEC",3,1,"herb"
"645","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","PAXIMYR",20,1,"shrub"
"646","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","PHLODIF",0,0,"herb"
"647","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","PICEENG",24,1,"tree"
"648","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","PINUCON",0,0,"tree"
"649","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","PSEUMEN",0,0,"tree"
"650","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","PYROASA",2,1,"herb"
"651","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","RHODALB",0,0,"shrub"
"652","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","RIBEACE",0,0,"shrub"
"653","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","RIBELAC",0,0,"shrub"
"654","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","RUBUPAR",0,0,"shrub"
"655","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","RUBUPED",25,1,"herb"
"656","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","SORBSCO",0,0,"shrub"
"657","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","SORBSIT",0,0,"shrub"
"658","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","SPIRLUC",0.100000001,1,"shrub"
"659","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","THALOCC",0,0,"herb"
"660","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","THUJPLI",0,0,"tree"
"661","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","TIARTRI",2,1,"herb"
"662","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","TSUGHET",0,0,"tree"
"663","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","VACCMEM",1,1,"shrub"
"664","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","VACCSCO",0,0,"shrub"
"665","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","VALESIT",1,1,"herb"
"666","00NCe95","NCBG_ESSFplots",49.12585389,-120.8366702,1540,2000,"jpstamp","VERAVIR",0,0,"herb"
"667","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","ABIEAMA",0,0,"tree"
"668","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","ABIELAS",31,1,"tree"
"669","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","AMELALN",0,0,"shrub"
"670","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","ARNILAT",2,1,"herb"
"671","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","CHAMANG",0,0,"herb"
"672","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","CHIMUMB",0,0,"shrub"
"673","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","CLINUNI",0,0,"herb"
"674","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","CORNCAN",0,0,"herb"
"675","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","FRAGVIR",0,0,"herb"
"676","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","GOODOBL",0,0,"herb"
"677","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","HERAMAX",0,0,"herb"
"678","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","LINNBOR",0,0,"shrub"
"679","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","LONIUTA",0,0,"shrub"
"680","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","LUPIARC",2,1,"herb"
"681","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","ORTHSEC",0,0,"herb"
"682","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","PAXIMYR",0,0,"shrub"
"683","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","PHLODIF",0.100000001,1,"herb"
"684","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","PICEENG",6,1,"tree"
"685","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","PINUCON",0,0,"tree"
"686","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","PSEUMEN",0,0,"tree"
"687","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","PYROASA",0,0,"herb"
"688","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","RHODALB",0,0,"shrub"
"689","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","RIBEACE",0,0,"shrub"
"690","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","RIBELAC",0,0,"shrub"
"691","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","RUBUPAR",0,0,"shrub"
"692","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","RUBUPED",0,0,"herb"
"693","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","SORBSCO",0,0,"shrub"
"694","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","SORBSIT",0,0,"shrub"
"695","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","SPIRLUC",0,0,"shrub"
"696","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","THALOCC",0,0,"herb"
"697","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","THUJPLI",0,0,"tree"
"698","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","TIARTRI",0,0,"herb"
"699","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","TSUGHET",0,0,"tree"
"700","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","VACCMEM",5,1,"shrub"
"701","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","VACCSCO",10,1,"shrub"
"702","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","VALESIT",0,0,"herb"
"703","02-3085","BC Parks Manning TEM",49.14056015,-120.7638931,2044,2019,"HAK EAC","VERAVIR",0,0,"herb"
"704","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","ABIEAMA",0,0,"tree"
"705","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","ABIELAS",27,1,"tree"
"706","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","AMELALN",0,0,"shrub"
"707","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","ARNILAT",2,1,"herb"
"708","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","CHAMANG",0,0,"herb"
"709","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","CHIMUMB",0,0,"shrub"
"710","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","CLINUNI",0,0,"herb"
"711","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","CORNCAN",0,0,"herb"
"712","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","FRAGVIR",0,0,"herb"
"713","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","GOODOBL",0,0,"herb"
"714","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","HERAMAX",0,0,"herb"
"715","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","LINNBOR",0,0,"shrub"
"716","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","LONIUTA",0,0,"shrub"
"717","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","LUPIARC",1,1,"herb"
"718","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","ORTHSEC",0,0,"herb"
"719","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","PAXIMYR",0,0,"shrub"
"720","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","PHLODIF",0,0,"herb"
"721","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","PICEENG",0,0,"tree"
"722","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","PINUCON",0,0,"tree"
"723","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","PSEUMEN",0,0,"tree"
"724","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","PYROASA",0,0,"herb"
"725","02-3089","BC Parks Manning TEM",49.14989852,-120.7567673,2136,2019,"HAK EAC GH","RHODALB",0,0,"shrub"
