"","PlotNumber","ProjectID","Elevation","Year","SiteSurveyor","RelocationConfidence","Species","2019Plot","ErrorPlot","Cover","present"
"238","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","RIBEACE","N","N",1.95,1
"239","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","RIBELAC",NA,NA,0,0
"240","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","RUBUPAR",NA,NA,0,0
"241","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","RUBUPED",NA,NA,0,0
"242","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","SORBSCO",NA,NA,0,0
"243","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","SORBSIT","N","N",1.4,1
"244","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","SPIRLUC",NA,NA,0,0
"245","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","THALOCC","N","N",3,1
"246","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","THUJPLI",NA,NA,0,0
"247","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","TIARTRI",NA,NA,0,0
"248","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","TSUGHET",NA,NA,0,0
"249","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","VACCMEM","N","N",20.75,1
"250","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","VACCSCO","N","N",5.25,1
"251","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","VALESIT","N","N",5.225,1
"252","00NCe82","NCBG_ESSFplots",1818.514526,2025,"jpstamp","High/ Med-High","VERAVIR","N","N",1.825,1
"253","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","ABIEAMA",NA,NA,0,0
"254","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","ABIELAS",NA,NA,0,0
"255","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","AMELALN",NA,NA,0,0
"256","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","ARNILAT","N","N",6,1
"257","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","CHAMANG","N","N",0.2,1
"258","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","CHIMUMB",NA,NA,0,0
"259","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","CLINUNI",NA,NA,0,0
"260","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","CORNCAN",NA,NA,0,0
"261","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","GOODOBL",NA,NA,0,0
"262","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","HERAMAX",NA,NA,0,0
"263","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","LINNBOR",NA,NA,0,0
"264","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","LONIUTA",NA,NA,0,0
"265","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","LUPIARC",NA,NA,0,0
"266","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","ORTHSEC",NA,NA,0,0
"267","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","PAXIMYR",NA,NA,0,0
"268","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","PHLODIF",NA,NA,0,0
"269","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","PICEENE",NA,NA,0,0
"270","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","PINUCON",NA,NA,0,0
"271","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","PSEUMEN",NA,NA,0,0
"272","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","PYROASA",NA,NA,0,0
"273","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","RHODALB",NA,NA,0,0
"274","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","RIBEACE",NA,NA,0,0
"275","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","RIBELAC",NA,NA,0,0
"276","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","RUBUPAR",NA,NA,0,0
"277","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","RUBUPED",NA,NA,0,0
"278","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","SORBSCO",NA,NA,0,0
"279","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","SORBSIT",NA,NA,0,0
"280","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","SPIRLUC",NA,NA,0,0
"281","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","THALOCC","N","N",5,1
"282","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","THUJPLI",NA,NA,0,0
"283","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","TIARTRI",NA,NA,0,0
"284","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","TSUGHET",NA,NA,0,0
"285","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","VACCMEM",NA,NA,0,0
"286","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","VACCSCO",NA,NA,0,0
"287","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","VALESIT","N","N",30,1
"288","00NCe83","NCBG_ESSFplots",1835.589844,2025,"jpstamp","High/ Med-High","VERAVIR","N","N",25,1
"289","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","ABIEAMA",NA,NA,0,0
"290","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","ABIELAS","N","N",10,1
"291","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","AMELALN",NA,NA,0,0
"292","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","ARNILAT","N","N",0.4,1
"293","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","CHAMANG","N","N",0.25,1
"294","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","CHIMUMB",NA,NA,0,0
"295","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","CLINUNI",NA,NA,0,0
"296","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","CORNCAN",NA,NA,0,0
"297","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","GOODOBL",NA,NA,0,0
"298","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","HERAMAX","N","N",0.25,1
"299","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","LINNBOR",NA,NA,0,0
"300","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","LONIUTA",NA,NA,0,0
"301","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","LUPIARC","N","N",1,1
"302","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","ORTHSEC",NA,NA,0,0
"303","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","PAXIMYR",NA,NA,0,0
"304","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","PHLODIF",NA,NA,0,0
"305","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","PICEENE","N","N",3.5,1
"306","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","PINUCON",NA,NA,0,0
"307","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","PSEUMEN",NA,NA,0,0
"308","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","PYROASA",NA,NA,0,0
"309","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","RHODALB",NA,NA,0,0
"310","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","RIBEACE",NA,NA,0,0
"311","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","RIBELAC",NA,NA,0,0
"312","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","RUBUPAR",NA,NA,0,0
"313","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","RUBUPED",NA,NA,0,0
"314","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","SORBSCO",NA,NA,0,0
"315","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","SORBSIT",NA,NA,0,0
"316","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","SPIRLUC",NA,NA,0,0
"317","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","THALOCC","N","N",0.75,1
"318","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","THUJPLI",NA,NA,0,0
"319","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","TIARTRI",NA,NA,0,0
"320","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","TSUGHET",NA,NA,0,0
"321","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","VACCMEM","N","N",0.5,1
"322","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","VACCSCO",NA,NA,0,0
"323","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","VALESIT","N","N",12.5,1
"324","00NCe84","NCBG_ESSFplots",1693.679199,2025,"jpstamp","Med","VERAVIR","N","N",1.65,1
"325","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","ABIEAMA",NA,NA,0,0
"326","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","ABIELAS",NA,NA,0,0
"327","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","AMELALN",NA,NA,0,0
"328","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","ARNILAT","N","N",4.25,1
"329","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","CHAMANG","N","N",7.5,1
"330","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","CHIMUMB",NA,NA,0,0
"331","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","CLINUNI",NA,NA,0,0
"332","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","CORNCAN",NA,NA,0,0
"333","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","GOODOBL",NA,NA,0,0
"334","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","HERAMAX","N","N",0.925,1
"335","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","LINNBOR",NA,NA,0,0
"336","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","LONIUTA",NA,NA,0,0
"337","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","LUPIARC","N","N",0.65,1
"338","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","ORTHSEC",NA,NA,0,0
"339","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","PAXIMYR",NA,NA,0,0
"340","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","PHLODIF",NA,NA,0,0
"341","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","PICEENE",NA,NA,0,0
"342","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","PINUCON",NA,NA,0,0
"343","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","PSEUMEN",NA,NA,0,0
"344","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","PYROASA",NA,NA,0,0
"345","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","RHODALB",NA,NA,0,0
"346","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","RIBEACE","N","N",0.55,1
"347","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","RIBELAC",NA,NA,0,0
"348","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","RUBUPAR",NA,NA,0,0
"349","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","RUBUPED",NA,NA,0,0
"350","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","SORBSCO",NA,NA,0,0
"351","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","SORBSIT","N","N",0.5,1
"352","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","SPIRLUC",NA,NA,0,0
"353","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","THALOCC","N","N",7.5,1
"354","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","THUJPLI",NA,NA,0,0
"355","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","TIARTRI",NA,NA,0,0
"356","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","TSUGHET",NA,NA,0,0
"357","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","VACCMEM",NA,NA,0,0
"358","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","VACCSCO",NA,NA,0,0
"359","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","VALESIT","N","N",15.5,1
"360","00NCe85","NCBG_ESSFplots",1738.177246,2025,"jpstamp","High","VERAVIR","N","N",10,1
"361","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","ABIEAMA","N","N",14.875,1
"362","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","ABIELAS","N","N",26.625,1
"363","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","AMELALN",NA,NA,0,0
"364","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","ARNILAT","N","N",4.25,1
"365","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","CHAMANG",NA,NA,0,0
"366","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","CHIMUMB",NA,NA,0,0
"367","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","CLINUNI",NA,NA,0,0
"368","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","CORNCAN",NA,NA,0,0
"369","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","GOODOBL",NA,NA,0,0
"370","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","HERAMAX",NA,NA,0,0
"371","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","LINNBOR",NA,NA,0,0
"372","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","LONIUTA",NA,NA,0,0
"373","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","LUPIARC","N","N",0.675,1
"374","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","ORTHSEC","N","N",1.15,1
"375","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","PAXIMYR",NA,NA,0,0
"376","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","PHLODIF",NA,NA,0,0
"377","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","PICEENE","N","N",1.05,1
"378","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","PINUCON",NA,NA,0,0
"379","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","PSEUMEN",NA,NA,0,0
"380","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","PYROASA",NA,NA,0,0
"381","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","RHODALB",NA,NA,0,0
"382","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","RIBEACE","N","N",2.5,1
"383","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","RIBELAC",NA,NA,0,0
"384","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","RUBUPAR",NA,NA,0,0
"385","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","RUBUPED","N","N",1.35,1
"386","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","SORBSCO",NA,NA,0,0
"387","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","SORBSIT","N","N",15.25,1
"388","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","SPIRLUC",NA,NA,0,0
"389","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","THALOCC",NA,NA,0,0
"390","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","THUJPLI",NA,NA,0,0
"391","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","TIARTRI","N","N",2.3,1
"392","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","TSUGHET",NA,NA,0,0
"393","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","VACCMEM","N","N",21.25,1
"394","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","VACCSCO",NA,NA,0,0
"395","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","VALESIT","N","N",6.5,1
"396","00NCe86","NCBG_ESSFplots",1737.692017,2025,"jpstamp","Low","VERAVIR","N","N",0.9,1
"397","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","ABIEAMA","N","N",81.75,1
"398","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","ABIELAS","N","N",0.5,1
"399","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","AMELALN",NA,NA,0,0
"400","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","ARNILAT","N","N",0.125,1
"401","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","CHAMANG",NA,NA,0,0
"402","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","CHIMUMB",NA,NA,0,0
"403","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","CLINUNI",NA,NA,0,0
"404","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","CORNCAN",NA,NA,0,0
"405","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","GOODOBL",NA,NA,0,0
"406","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","HERAMAX",NA,NA,0,0
"407","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","LINNBOR",NA,NA,0,0
"408","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","LONIUTA",NA,NA,0,0
"409","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","LUPIARC",NA,NA,0,0
"410","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","ORTHSEC","N","N",1.75,1
"411","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","PAXIMYR",NA,NA,0,0
"412","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","PHLODIF",NA,NA,0,0
"413","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","PICEENE",NA,NA,0,0
"414","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","PINUCON",NA,NA,0,0
"415","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","PSEUMEN",NA,NA,0,0
"416","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","PYROASA",NA,NA,0,0
"417","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","RHODALB","N","N",20.75,1
"418","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","RIBEACE","N","N",0.05,1
"419","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","RIBELAC","N","N",0.025,1
"420","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","RUBUPAR",NA,NA,0,0
"421","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","RUBUPED","N","N",1.95,1
"422","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","SORBSCO",NA,NA,0,0
"423","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","SORBSIT","N","N",0.45,1
"424","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","SPIRLUC",NA,NA,0,0
"425","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","THALOCC",NA,NA,0,0
"426","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","THUJPLI",NA,NA,0,0
"427","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","TIARTRI","N","N",0.775,1
"428","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","TSUGHET",NA,NA,0,0
"429","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","VACCMEM","N","N",16.25,1
"430","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","VACCSCO",NA,NA,0,0
"431","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","VALESIT","N","N",2,1
"432","00NCe89","NCBG_ESSFplots",1709.093506,2025,"jpstamp","Low","VERAVIR","N","N",0.5,1
"433","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","ABIEAMA","N","N",17.25,1
"434","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","ABIELAS","N","N",13.75,1
"435","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","AMELALN",NA,NA,0,0
"436","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","ARNILAT",NA,NA,0,0
"437","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","CHAMANG",NA,NA,0,0
"438","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","CHIMUMB",NA,NA,0,0
"439","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","CLINUNI","N","N",0.25,1
"440","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","CORNCAN",NA,NA,0,0
"441","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","GOODOBL","N","N",0.025,1
"442","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","HERAMAX",NA,NA,0,0
"443","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","LINNBOR",NA,NA,0,0
"444","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","LONIUTA","N","N",4,1
"445","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","LUPIARC",NA,NA,0,0
"446","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","ORTHSEC","N","N",2,1
"447","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","PAXIMYR",NA,NA,0,0
"448","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","PHLODIF",NA,NA,0,0
"449","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","PICEENE","N","N",21.25,1
"450","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","PINUCON",NA,NA,0,0
"451","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","PSEUMEN","N","N",0.1,1
"452","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","PYROASA",NA,NA,0,0
"453","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","RHODALB","N","N",12.75,1
"454","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","RIBEACE","N","N",0.125,1
"455","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","RIBELAC","N","N",1.35,1
"456","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","RUBUPAR",NA,NA,0,0
"457","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","RUBUPED","N","N",9.25,1
"458","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","SORBSCO","N","N",0.25,1
"459","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","SORBSIT","N","N",0.375,1
"460","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","SPIRLUC",NA,NA,0,0
"461","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","THALOCC","N","N",0.075,1
"462","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","THUJPLI",NA,NA,0,0
"463","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","TIARTRI","N","N",2,1
"464","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","TSUGHET","N","N",0.25,1
"465","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","VACCMEM","N","N",11.75,1
"466","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","VACCSCO",NA,NA,0,0
"467","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","VALESIT","N","N",2.25,1
"468","00NCe90","NCBG_ESSFplots",1385.609375,2025,"jpstamp","High","VERAVIR","N","N",0.15,1
"469","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","ABIEAMA","N","N",0.5,1
"470","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","ABIELAS","N","N",37.75,1
"471","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","AMELALN","N","N",1.625,1
"472","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","ARNILAT",NA,NA,0,0
"473","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","CHAMANG","N","N",0.15,1
"474","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","CHIMUMB","N","N",0.675,1
"475","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","CLINUNI","N","N",4.65,1
"476","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","CORNCAN","N","N",1.5,1
"477","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","GOODOBL","N","N",0.075,1
"478","00NCe91","NCBG_ESSFplots",1343.834229,2025,"jpstamp","Med-High","HERAMAX",NA,NA,0,0
