PlotNumber,ProjectID,Date,Location,Longitude,Latitude,LocationAccuracy,Elevation,SlopeGradient,Aspect,MesoSlopePosition,SurfaceShape,SiteNotes,SoilNotes,StrataCoverTree,StrataCoverShrub,StrataCoverHerb,StrataCoverMoss,VegNotes,SpeciesListComplete,Species,CoverA1,CoverA2,CoverA3,TotalA,CoverB1,CoverB2,TotalB,CoverC,CoverD,CoverE,CoverF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,EREMCAP,NA,NA,NA,NA,NA,NA,NA,4.099999905,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,LUZUPAR,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,VACCSCO,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,CASTPAR,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,LUETPEC,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,CARESPE,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,JUNCPAR,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,ABIELAS,NA,NA,2,2,7,3,10,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,POA_CUS,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,ARNILAT,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,PEDIBRA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,PINUALB,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,FESTVIR,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,TRISSPI,NA,NA,NA,NA,NA,NA,NA,0.100000001,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,ANTELAN,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,ERIGGLA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,PHYLEMP,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,LUPIARC,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-3090,BC Parks Manning TEM,2019-08-15,"Polygon 1701, below crest. 3 Brothers, Manning Provincial Park",-120.7544632,49.1461296,10,2119,10,144,MD,ST,"zonal-ish plot. Mesoslope MD(UP). Parkland with old trees not over 10m. Rodent tunnels and dens throughout the site without trees. NR between C-D, exposed mineral soil from rodents",bedrock/c.f. lith - same fine textured hard. Organic material mixed into upper Bf layer where CF less dense,12,16,75,0,dense luzupar under trees,TRUE,SENEINT,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,PSEUMEN2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,PROSHOO,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,TIMMAUS,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,RUBUSPE,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,MAIASTE,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,PLEUSCH,NA,NA,NA,NA,NA,NA,NA,NA,0.200000003,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,THUJPLI,NA,NA,8,8,4,4,8,NA,0.200000003,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,TIARTRI2,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,CLINUNI,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,STREAMP,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35079,BEC-Vancouver,1979-08-15,Hope-Princeton Highway in Manning Park ~1 mile W Skaist R. 300m after crossing of Skagit.  10.1 mile inside Park boundary.,-120.9610977,49.18056106,1000,770,0,999,LV,ST,"Natural-climax Bg C stand or successional Bg Se towards Bg-C.  Overmature Se-Bg stand on alluvial fan.  Quite a few of the Se drilled were rotten whereas the Bg were sound.  C was restricted to A3 and B layers.  A3 Populus trichocarpa off plot.  Very good form for Bg and, to a lesser extent, Se.  A few of both spp were leaning.  Regen of Bg and C few.  Small coverage of mosses.  Both due to lush C layer.  No regen of Se noted.  Charcoal found at 50 cm in soil pit.  3 cases of blowdown of mature trees near plot.  Planting spp- Bg, C and, with some reservation, Se if it is not susceptible to rot at an early age.  Slashburning should be restricted to light intensity burning because of very shallow organic layers.  No evidence of recent flooding.",Flood plain deposits.  Some charcoal in IICgj.  Sandy material deposited during different floods.  No indication of and recent floods.  Coarse fragments are not present and no root impeding layer.  Gleying of the layer two horizons is due to a high water table during some part of the year.,70,75,80,50,"Moisture nutrient # ~6-E.  Moderate shrub layer over dense herb layer- Gymnocarpium in many cases growing beneath Athyrium.  Two large P. engelmannii- one in plot, are leaning but otherwise in good vigor.",FALSE,GYMNDRY,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
