"","PlotNumber","ProjectID","Latitude","Longitude","Elevation","Year","SiteSurveyor","RelocationConfidence","Species","...1","Cover","present","Functional_group","YearsSinceStart"
"190","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","LONIUTA",NA,0,0,"shrub",49
"191","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","LUPIARC",492,0.15,1,"herb",49
"192","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","ORTHSEC",NA,0,0,"herb",49
"193","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","PAXIMYR",465,0.1,1,"shrub",49
"194","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","PICEENG",458,0.125,1,"tree",49
"195","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","PINUCON",NA,0,0,"tree",49
"196","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","PSEUMEN",NA,0,0,"tree",49
"197","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","PYROASA",NA,0,0,"herb",49
"198","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","RHODALB",461,3.875,1,"shrub",49
"199","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","RIBEACE",463,1.95,1,"shrub",49
"200","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","RIBELAC",NA,0,0,"shrub",49
"201","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","RUBUPAR",NA,0,0,"shrub",49
"202","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","RUBUPED",NA,0,0,"herb",49
"203","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","SORBSCO",NA,0,0,"shrub",49
"204","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","SORBSIT",464,1.4,1,"shrub",49
"205","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","SPIRLUC",NA,0,0,"shrub",49
"206","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","TIARTRI",NA,0,0,"herb",49
"207","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","TSUGHET",NA,0,0,"tree",49
"208","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","VACCMEM",459,20.75,1,"shrub",49
"209","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","VACCSCO",462,5.25,1,"shrub",49
"210","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","VALESIT",473,5.225,1,"herb",49
"211","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","ABIEAMA",NA,0,0,"tree",49
"212","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","ABIELAS",NA,0,0,"tree",49
"213","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","AMELALN",NA,0,0,"shrub",49
"214","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","ARNILAT",496,6,1,"herb",49
"215","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","CHAMANG",497,0.2,1,"herb",49
"216","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","CHIMUMB",NA,0,0,"shrub",49
"217","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","CLINUNI",NA,0,0,"herb",49
"218","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","CORNCAN",NA,0,0,"herb",49
"219","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","GOODOBL",NA,0,0,"herb",49
"220","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","LONIUTA",NA,0,0,"shrub",49
"221","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","LUPIARC",NA,0,0,"herb",49
"222","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","ORTHSEC",NA,0,0,"herb",49
"223","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","PAXIMYR",NA,0,0,"shrub",49
"224","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","PICEENG",NA,0,0,"tree",49
"225","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","PINUCON",NA,0,0,"tree",49
"226","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","PSEUMEN",NA,0,0,"tree",49
"227","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","PYROASA",NA,0,0,"herb",49
"228","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","RHODALB",NA,0,0,"shrub",49
"229","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","RIBEACE",NA,0,0,"shrub",49
"230","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","RIBELAC",NA,0,0,"shrub",49
"231","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","RUBUPAR",NA,0,0,"shrub",49
"232","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","RUBUPED",NA,0,0,"herb",49
"233","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","SORBSCO",NA,0,0,"shrub",49
"234","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","SORBSIT",NA,0,0,"shrub",49
"235","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","SPIRLUC",NA,0,0,"shrub",49
"236","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","TIARTRI",NA,0,0,"herb",49
"237","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","TSUGHET",NA,0,0,"tree",49
"238","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","VACCMEM",NA,0,0,"shrub",49
"239","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","VACCSCO",NA,0,0,"shrub",49
"240","00NCe83","Manning Park Project 2025",49.04044596,-120.972532,1835.589844,2025,"CML RNW","High/Med-High","VALESIT",493,30,1,"herb",49
"241","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","ABIEAMA",NA,0,0,"tree",49
"242","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","ABIELAS",504,10,1,"tree",49
"243","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","AMELALN",NA,0,0,"shrub",49
"244","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","ARNILAT",517,0.4,1,"herb",49
"245","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","CHAMANG",523,0.25,1,"herb",49
"246","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","CHIMUMB",NA,0,0,"shrub",49
"247","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","CLINUNI",NA,0,0,"herb",49
"248","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","CORNCAN",NA,0,0,"herb",49
"249","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","GOODOBL",NA,0,0,"herb",49
"250","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","LONIUTA",NA,0,0,"shrub",49
"251","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","LUPIARC",509,1,1,"herb",49
"252","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","ORTHSEC",NA,0,0,"herb",49
"253","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","PAXIMYR",NA,0,0,"shrub",49
"254","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","PICEENG",505,3.5,1,"tree",49
"255","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","PINUCON",NA,0,0,"tree",49
"256","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","PSEUMEN",NA,0,0,"tree",49
"257","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","PYROASA",NA,0,0,"herb",49
"258","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","RHODALB",NA,0,0,"shrub",49
"259","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","RIBEACE",NA,0,0,"shrub",49
"260","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","RIBELAC",NA,0,0,"shrub",49
"261","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","RUBUPAR",NA,0,0,"shrub",49
"262","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","RUBUPED",NA,0,0,"herb",49
"263","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","SORBSCO",NA,0,0,"shrub",49
"264","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","SORBSIT",NA,0,0,"shrub",49
"265","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","SPIRLUC",NA,0,0,"shrub",49
"266","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","TIARTRI",NA,0,0,"herb",49
"267","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","TSUGHET",NA,0,0,"tree",49
"268","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","VACCMEM",507,0.5,1,"shrub",49
"269","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","VACCSCO",NA,0,0,"shrub",49
"270","00NCe84","Manning Park Project 2025",49.04048997,-120.968656,1693.679199,2025,"CML RNW","Med","VALESIT",508,12.5,1,"herb",49
"271","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","ABIEAMA",NA,0,0,"tree",49
"272","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","ABIELAS",NA,0,0,"tree",49
"273","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","AMELALN",NA,0,0,"shrub",49
"274","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","ARNILAT",536,4.25,1,"herb",49
"275","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","CHAMANG",528,7.5,1,"herb",49
"276","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","CHIMUMB",NA,0,0,"shrub",49
"277","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","CLINUNI",NA,0,0,"herb",49
"278","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","CORNCAN",NA,0,0,"herb",49
"279","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","GOODOBL",NA,0,0,"herb",49
"280","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","LONIUTA",NA,0,0,"shrub",49
"281","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","LUPIARC",540,0.65,1,"herb",49
"282","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","ORTHSEC",NA,0,0,"herb",49
"283","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","PAXIMYR",NA,0,0,"shrub",49
"284","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","PICEENG",NA,0,0,"tree",49
"285","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","PINUCON",NA,0,0,"tree",49
"286","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","PSEUMEN",NA,0,0,"tree",49
"287","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","PYROASA",NA,0,0,"herb",49
"288","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","RHODALB",NA,0,0,"shrub",49
"289","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","RIBEACE",545,0.55,1,"shrub",49
"290","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","RIBELAC",NA,0,0,"shrub",49
"291","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","RUBUPAR",NA,0,0,"shrub",49
"292","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","RUBUPED",NA,0,0,"herb",49
"293","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","SORBSCO",NA,0,0,"shrub",49
"294","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","SORBSIT",544,0.5,1,"shrub",49
"295","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","SPIRLUC",NA,0,0,"shrub",49
"296","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","TIARTRI",NA,0,0,"herb",49
"297","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","TSUGHET",NA,0,0,"tree",49
"298","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","VACCMEM",NA,0,0,"shrub",49
"299","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","VACCSCO",NA,0,0,"shrub",49
"300","00NCe85","Manning Park Project 2025",49.03683596,-120.964598,1738.177246,2025,"CML RNW","High","VALESIT",529,15.5,1,"herb",49
"301","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","ABIEAMA",548,14.875,1,"tree",49
"302","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","ABIELAS",547,26.625,1,"tree",49
"303","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","AMELALN",NA,0,0,"shrub",49
"304","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","ARNILAT",557,4.25,1,"herb",49
"305","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","CHAMANG",NA,0,0,"herb",49
"306","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","CHIMUMB",NA,0,0,"shrub",49
"307","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","CLINUNI",NA,0,0,"herb",49
"308","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","CORNCAN",NA,0,0,"herb",49
"309","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","GOODOBL",NA,0,0,"herb",49
"310","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","LONIUTA",NA,0,0,"shrub",49
"311","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","LUPIARC",559,0.675,1,"herb",49
"312","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","ORTHSEC",561,1.15,1,"herb",49
"313","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","PAXIMYR",NA,0,0,"shrub",49
"314","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","PICEENG",546,1.05,1,"tree",49
"315","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","PINUCON",NA,0,0,"tree",49
"316","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","PSEUMEN",NA,0,0,"tree",49
"317","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","PYROASA",NA,0,0,"herb",49
"318","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","RHODALB",NA,0,0,"shrub",49
"319","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","RIBEACE",552,2.5,1,"shrub",49
"320","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","RIBELAC",NA,0,0,"shrub",49
"321","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","RUBUPAR",NA,0,0,"shrub",49
"322","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","RUBUPED",555,1.35,1,"herb",49
"323","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","SORBSCO",NA,0,0,"shrub",49
"324","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","SORBSIT",551,15.25,1,"shrub",49
"325","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","SPIRLUC",NA,0,0,"shrub",49
"326","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","TIARTRI",554,2.3,1,"herb",49
"327","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","TSUGHET",NA,0,0,"tree",49
"328","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","VACCMEM",550,21.25,1,"shrub",49
"329","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","VACCSCO",NA,0,0,"shrub",49
"330","00NCe86","Manning Park Project 2025",49.04066599,-120.980006,1737.692017,2025,"CML RNW","Low","VALESIT",556,6.5,1,"herb",49
"331","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","ABIEAMA",565,81.75,1,"tree",49
"332","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","ABIELAS",564,0.5,1,"tree",49
"333","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","AMELALN",NA,0,0,"shrub",49
"334","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","ARNILAT",579,0.125,1,"herb",49
"335","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","CHAMANG",NA,0,0,"herb",49
"336","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","CHIMUMB",NA,0,0,"shrub",49
"337","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","CLINUNI",NA,0,0,"herb",49
"338","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","CORNCAN",NA,0,0,"herb",49
"339","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","GOODOBL",NA,0,0,"herb",49
"340","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","LONIUTA",NA,0,0,"shrub",49
"341","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","LUPIARC",NA,0,0,"herb",49
"342","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","ORTHSEC",573,1.75,1,"herb",49
"343","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","PAXIMYR",NA,0,0,"shrub",49
"344","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","PICEENG",NA,0,0,"tree",49
"345","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","PINUCON",NA,0,0,"tree",49
"346","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","PSEUMEN",NA,0,0,"tree",49
"347","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","PYROASA",NA,0,0,"herb",49
"348","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","RHODALB",566,20.75,1,"shrub",49
"349","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","RIBEACE",569,0.05,1,"shrub",49
"350","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","RIBELAC",571,0.025,1,"shrub",49
"351","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","RUBUPAR",NA,0,0,"shrub",49
"352","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","RUBUPED",576,1.95,1,"herb",49
"353","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","SORBSCO",NA,0,0,"shrub",49
"354","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","SORBSIT",568,0.45,1,"shrub",49
"355","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","SPIRLUC",NA,0,0,"shrub",49
"356","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","TIARTRI",575,0.775,1,"herb",49
"357","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","TSUGHET",NA,0,0,"tree",49
"358","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","VACCMEM",567,16.25,1,"shrub",49
"359","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","VACCSCO",NA,0,0,"shrub",49
"360","00NCe89","Manning Park Project 2025",49.05130598,-120.915291,1709.093506,2025,"CML RNW","Low","VALESIT",574,2,1,"herb",49
"361","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","ABIEAMA",581,17.25,1,"tree",49
"362","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","ABIELAS",582,13.75,1,"tree",49
"363","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","AMELALN",NA,0,0,"shrub",49
"364","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","ARNILAT",NA,0,0,"herb",49
"365","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","CHAMANG",NA,0,0,"herb",49
"366","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","CHIMUMB",NA,0,0,"shrub",49
"367","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","CLINUNI",604,0.25,1,"herb",49
"368","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","CORNCAN",NA,0,0,"herb",49
"369","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","GOODOBL",606,0.025,1,"herb",49
"370","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","LONIUTA",586,4,1,"shrub",49
"371","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","LUPIARC",NA,0,0,"herb",49
"372","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","ORTHSEC",600,2,1,"herb",49
"373","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","PAXIMYR",NA,0,0,"shrub",49
"374","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","PICEENG",580,21.25,1,"tree",49
"375","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","PINUCON",NA,0,0,"tree",49
"376","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","PSEUMEN",584,0.1,1,"tree",49
"377","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","PYROASA",NA,0,0,"herb",49
"378","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","RHODALB",587,12.75,1,"shrub",49
"379","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","RIBEACE",592,0.125,1,"shrub",49
"380","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","RIBELAC",588,1.35,1,"shrub",49
"381","00NCe90","Manning Park Project 2025",49.06443497,-120.892217,1385.609375,2025,"CML RNW","High","RUBUPAR",NA,0,0,"shrub",49
